iter	Logloss
0	0.6258271925
1	0.5765251859
2	0.5185992477
3	0.4693451813
4	0.4260003814
5	0.381254126
6	0.3449868567
7	0.3070605266
8	0.2764695692
9	0.2502411517
10	0.2276325541
11	0.2061915846
12	0.1844194421
13	0.1641646848
14	0.1475875867
15	0.1294344948
16	0.1193644892
17	0.1084742527
18	0.09950751823
19	0.08961993
20	0.0819173626
21	0.07517038346
22	0.06792006052
23	0.06274546482
24	0.05786627917
25	0.05270941325
26	0.04921615055
27	0.04568556024
28	0.0420894404
29	0.0392584348
30	0.03662430266
31	0.03412690402
32	0.03209067575
33	0.02997795751
34	0.02785621347
35	0.02607673598
36	0.02454235338
37	0.02296121233
38	0.02151993976
39	0.02035166255
40	0.01928207545
41	0.01805961199
42	0.01706340762
43	0.01599940986
44	0.01508207213
45	0.01432760666
46	0.01345926258
47	0.01267186125
48	0.01190373131
49	0.01131671481
50	0.01077976653
51	0.01023129926
52	0.009744988882
53	0.009271954567
54	0.008744146768
55	0.008330832557
56	0.007975490628
57	0.007599287629
58	0.007257793277
59	0.006971364638
60	0.006712072127
61	0.006465666816
62	0.006207423
63	0.005933208324
64	0.005738827604
65	0.00552317429
66	0.005299152689
67	0.005086206191
68	0.004926982633
69	0.00478550504
70	0.004531904981
71	0.004326786239
72	0.004091341358
73	0.00395381764
74	0.003843197238
75	0.003634087399
76	0.003523837832
77	0.003413887892
78	0.003300198626
79	0.003180148296
80	0.003089435752
81	0.003007048724
82	0.002929006288
83	0.002851318734
84	0.002783330218
85	0.002713626245
86	0.002633879218
87	0.002573977626
88	0.002491278024
89	0.002428351494
90	0.00235859712
91	0.002312578941
92	0.00226263856
93	0.002209059422
94	0.002158230333
95	0.002099324955
96	0.002056143753
97	0.00202167601
98	0.001976570352
99	0.001924650029
100	0.00187471277
101	0.001837618667
102	0.001802135174
103	0.001760629318
104	0.001732634652
105	0.001702222971
106	0.001672390893
107	0.001646269011
108	0.001609509446
109	0.001573224752
110	0.001538784521
111	0.001518588827
112	0.001487912661
113	0.001462536379
114	0.001444919882
115	0.001424977808
116	0.001402715705
117	0.001382348928
118	0.001356696485
119	0.001334404905
120	0.001314724195
121	0.001294376954
122	0.001275171347
123	0.001257141823
124	0.001239800215
125	0.001222448666
126	0.001204209218
127	0.001183752738
128	0.001167761417
129	0.001151783736
130	0.001134098691
131	0.001119150285
132	0.001105250342
133	0.001087999362
134	0.001073566634
135	0.001057726745
136	0.001047296094
137	0.001034985955
138	0.001012381454
139	0.0009935535024
140	0.0009810781752
141	0.0009620526105
142	0.0009494348102
143	0.0009349494851
144	0.0009202508837
145	0.0009115326852
146	0.0009034662217
147	0.0008938653835
148	0.0008829824029
149	0.0008727406957
150	0.0008606914585
151	0.0008496307477
152	0.0008374715201
153	0.0008284890094
154	0.0008132895847
155	0.000804079406
156	0.0007930544725
157	0.0007828668068
158	0.0007752565463
159	0.0007678099131
160	0.000760132144
161	0.0007601345715
162	0.0007524832741
163	0.0007423355472
164	0.0007317999929
165	0.0007229466038
166	0.0007142025116
167	0.0007141899694
168	0.0007041530421
169	0.0006937755086
170	0.0006937812885
171	0.000684513138
172	0.0006844979948
173	0.0006845079361
174	0.0006845059132
175	0.0006844864929
176	0.0006844819846
177	0.0006844662634
178	0.000684467535
179	0.000676373675
180	0.0006688479158
181	0.0006688587241
182	0.0006601451495
183	0.000660147288
184	0.000660133532
185	0.0006601334742
186	0.0006601335898
187	0.0006601354393
188	0.0006601052108
189	0.0006601186778
190	0.0006601186778
191	0.0006514003637
192	0.0006421029672
193	0.0006421128507
194	0.0006421122727
195	0.0006421082268
196	0.0006308603647
197	0.000630857995
198	0.0006308495564
199	0.000630843372
200	0.0006308334885
201	0.0006308574748
202	0.0006232168123
203	0.0006232231123
204	0.0006232195866
205	0.0006104009368
206	0.0006104020928
207	0.0006103878166
208	0.0006103988561
209	0.0006103835973
210	0.0006033543843
211	0.0006033502228
212	0.0006033502228
213	0.0006033390099
214	0.0006033391255
215	0.0006033469861
216	0.0006033357732
217	0.0006033401081
218	0.0006033287796
219	0.0006033337502
